transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
25162.62,46,325463.85,10,15,6.68,grocery,0
5875.85,24,98351.62,16,20,2.22,entertainment,0
82683.62,59,696240.85,7,12,13.24,travel,0
13771.85,39,215741.62,14,16,4.73,utilities,0
19171.85,43,273010.62,11,14,5.87,grocery,0
7601.62,27,139923.85,18,19,3.43,entertainment,0
43100.85,53,423557.62,8,10,8.86,electronics,0
10992.62,30,181507.85,12,13,4.32,grocery,0
28364.62,48,370004.85,9,17,7.26,utilities,0
3371.62,20,70926.85,15,21,1.60,grocery,0
63322.62,55,542992.85,10,11,11.20,travel,0
16003.85,36,234642.62,13,15,5.41,entertainment,0
9143.62,29,158330.62,17,18,3.71,grocery,0
40290.85,51,410681.62,7,9,8.18,electronics,0
11556.62,33,193833.85,14,12,4.63,utilities,0
21754.85,40,289370.62,11,16,6.15,grocery,0
385426.80,29,1968215.34,38,3,712.45,electronics,1
114287.62,63,896212.85,6,10,16.49,travel,0
14819.62,35,233369.85,12,14,4.94,grocery,0
9875.85,31,174979.62,16,17,4.09,utilities,0
24883.62,44,333615.85,9,13,6.83,grocery,0
6668.85,26,128094.62,15,19,2.91,entertainment,0
130844.62,61,961145.85,8,11,18.22,electronics,0
13267.85,34,215044.62,13,15,5.03,grocery,0
17417.62,45,263242.85,10,12,5.66,utilities,0
8572.85,28,153805.62,18,18,3.33,grocery,0
32911.62,47,379428.85,7,10,8.11,utilities,0
3240.85,19,68053.62,14,21,1.55,entertainment,0
50051.62,54,476783.85,9,13,10.15,travel,0
13927.85,37,222064.62,15,16,4.86,grocery,0
7997.85,25,135703.62,20,19,3.06,utilities,0
40819.85,49,414161.62,8,9,8.74,electronics,0
10532.62,32,177121.85,12,14,4.19,grocery,0
21963.85,41,284024.62,11,17,5.95,entertainment,0
5362.85,23,90296.62,17,20,2.47,grocery,0
88175.85,58,690295.62,6,11,13.49,travel,0
14621.62,36,224676.85,13,15,5.26,utilities,0
9949.85,30,171268.62,16,12,3.86,grocery,0
2038.62,18,33035.85,5,17,0.87,utilities,0
26187.85,45,342671.62,9,16,7.10,entertainment,0
7392.85,29,120233.62,14,18,2.89,utilities,0
48588.62,52,440053.85,7,10,9.17,electronics,0
11922.85,38,203644.62,11,12,4.60,grocery,0
22715.62,42,310735.85,12,14,6.37,utilities,0
4674.85,22,73544.62,18,21,1.70,entertainment,0
71424.62,56,612938.85,8,9,12.01,travel,0
18108.62,38,259093.85,15,17,5.73,grocery,0
9178.85,31,150629.62,19,18,4.11,grocery,0
36198.85,50,396472.62,9,13,8.15,electronics,0
10487.62,34,176306.85,13,11,3.95,utilities,0
25497.85,46,328163.62,10,15,6.74,grocery,0
5995.62,24,100228.85,16,20,2.27,entertainment,0
84175.62,59,707581.85,7,12,13.37,travel,0
13958.85,39,218026.62,14,16,4.78,utilities,0
19408.85,43,275407.62,11,14,5.93,grocery,0
7725.85,27,142197.62,18,19,3.48,entertainment,0
43748.62,53,426853.85,8,10,8.94,electronics,0
11118.85,30,183330.62,12,13,4.37,grocery,0
28713.85,48,373301.62,9,17,7.33,utilities,0
3459.85,20,72669.62,15,21,1.64,grocery,0
64486.85,55,548299.62,10,11,11.33,travel,0
16193.62,36,236740.85,13,15,5.46,entertainment,0
9271.85,29,160259.85,17,18,3.77,grocery,0
40924.62,51,413971.85,7,9,8.24,electronics,0
11682.85,33,195757.62,14,12,4.69,utilities,0
22034.62,40,291915.85,11,16,6.21,grocery,0
5100.85,25,91380.62,19,20,2.41,entertainment,0
116511.85,63,909494.62,6,10,16.68,travel,0
14987.85,35,235589.62,12,14,4.98,grocery,0
10003.62,31,177158.85,16,17,4.14,utilities,0
25187.85,44,336393.62,9,13,6.89,grocery,0
6785.62,26,130337.85,15,19,2.97,entertainment,0
133087.85,61,974501.62,8,11,18.45,electronics,0
13434.62,34,217295.85,13,15,5.09,grocery,0
17598.85,45,265607.62,10,12,5.71,utilities,0
8700.62,28,156004.85,18,18,3.38,grocery,0
33372.85,47,382215.62,7,10,8.19,utilities,0
3330.62,19,69827.85,14,21,1.60,entertainment,0
50853.85,54,481544.62,9,13,10.27,travel,0
14096.62,37,224296.85,15,16,4.92,grocery,0
8132.62,25,137517.85,20,19,3.11,utilities,0
41445.62,49,417596.85,8,9,8.82,electronics,0
10652.85,32,178799.62,12,14,4.25,grocery,0
22248.62,41,286483.85,11,17,6.00,entertainment,0
5477.62,23,92071.85,17,20,2.52,grocery,0
89563.62,58,696066.85,6,11,13.64,travel,0
14807.85,36,226808.62,13,15,5.31,utilities,0
10077.62,30,173439.85,16,12,3.92,grocery,0
2203.85,18,34687.62,6,17,0.91,grocery,0
26457.62,45,344951.85,9,16,7.16,entertainment,0
7516.62,29,121762.85,14,18,2.94,utilities,0
49375.85,52,443513.62,7,10,9.25,electronics,0
12052.62,38,205845.85,11,12,4.65,grocery,0
22979.85,42,313394.62,12,14,6.42,utilities,0
4790.62,22,75104.85,18,21,1.75,entertainment,0
72713.85,56,618535.62,8,9,12.15,travel,0
18343.85,38,261527.62,15,17,5.79,grocery,0
9314.62,31,152376.85,19,18,4.17,grocery,0
36707.62,50,399169.85,9,13,8.23,electronics,0
10616.85,34,178178.62,13,11,4.01,utilities,0
64750.34,19,412803.75,0,23,47.20,entertainment,1
6115.85,24,102105.62,16,20,2.32,entertainment,0
85667.85,59,718922.62,7,12,13.50,travel,0
14145.62,39,220311.85,14,16,4.84,utilities,0
19645.62,43,277804.85,11,14,5.98,grocery,0
7849.85,27,144471.62,18,19,3.54,entertainment,0
44396.85,53,430149.62,8,10,9.02,electronics,0
11244.62,30,185153.85,12,13,4.43,grocery,0
29062.62,48,376598.85,9,17,7.40,utilities,0
3547.62,20,74412.85,15,21,1.69,grocery,0
65650.62,55,553606.85,10,11,11.46,travel,0
16383.85,36,238838.62,13,15,5.52,entertainment,0
9399.62,29,162188.62,17,18,3.83,grocery,0
41558.85,51,417261.62,7,9,8.31,electronics,0
11808.62,33,197681.85,14,12,4.74,utilities,0
22314.85,40,294461.62,11,16,6.26,grocery,0
5210.62,25,93258.85,19,20,2.46,entertainment,0
118735.62,63,922775.85,6,10,16.87,travel,0
15155.62,35,237809.85,12,14,5.03,grocery,0
10131.85,31,179338.62,16,17,4.20,utilities,0
25491.62,44,339171.85,9,13,6.95,grocery,0
6902.85,26,132581.62,15,19,3.02,entertainment,0
135330.62,61,987856.85,8,11,18.68,electronics,0
13601.85,34,219546.62,13,15,5.14,grocery,0
17779.62,45,267972.85,10,12,5.77,utilities,0
8828.85,28,158203.62,18,18,3.44,grocery,0
33833.62,47,385002.85,7,10,8.27,utilities,0
3420.85,19,71601.62,14,21,1.64,entertainment,0
51655.62,54,486305.85,9,13,10.39,travel,0
14265.85,37,226528.62,15,16,4.97,grocery,0
8267.85,25,139331.62,20,19,3.17,utilities,0
42071.85,49,421031.62,8,9,8.90,electronics,0
10772.62,32,180477.85,12,14,4.30,grocery,0
22533.85,41,288942.62,11,17,6.06,entertainment,0
5592.85,23,93846.62,17,20,2.56,grocery,0
90951.85,58,701837.62,6,11,13.79,travel,0
14993.62,36,228940.85,13,15,5.37,utilities,0
10205.85,30,175610.62,16,12,3.98,grocery,0
2368.62,18,36339.85,6,17,0.96,utilities,0
26727.85,45,347231.62,9,16,7.23,entertainment,0
7640.85,29,123291.62,14,18,3.00,utilities,0
50163.62,52,446973.85,7,10,9.33,electronics,0
12182.85,38,208046.62,11,12,4.71,grocery,0
23243.62,42,316053.85,12,14,6.48,utilities,0
4906.85,22,76664.62,18,21,1.79,entertainment,0
74002.62,56,624132.85,8,9,12.28,travel,0
18578.62,38,263961.85,15,17,5.84,grocery,0
9450.85,31,154123.62,19,18,4.23,grocery,0
37216.85,50,401866.62,9,13,8.31,electronics,0
10745.62,34,180050.85,13,11,4.07,utilities,0
26167.85,46,333563.62,10,15,6.87,grocery,0
6235.62,24,103982.85,16,20,2.36,entertainment,0
87159.62,59,730263.85,7,12,13.63,travel,0
14332.85,39,222596.62,14,16,4.89,utilities,0
19882.85,43,280201.62,11,14,6.04,grocery,0
7973.62,27,146745.85,18,19,3.59,entertainment,0
45044.62,53,433445.85,8,10,9.10,electronics,0
11370.85,30,186977.62,12,13,4.48,grocery,0
29411.85,48,379895.62,9,17,7.47,utilities,0
3635.85,20,76155.62,15,21,1.73,grocery,0
66814.85,55,558913.62,10,11,11.59,travel,0
16573.62,36,240936.85,13,15,5.57,entertainment,0
9527.85,29,164117.85,17,18,3.89,grocery,0
42192.62,51,420551.85,7,9,8.37,electronics,0
11934.85,33,199605.62,14,12,4.80,utilities,0
22594.62,40,297006.85,11,16,6.32,grocery,0
5320.85,25,95136.62,19,20,2.50,entertainment,0
120959.85,63,936056.62,6,10,17.06,travel,0
15323.85,35,240029.62,12,14,5.07,grocery,0
10259.62,31,181517.85,16,17,4.26,utilities,0
25795.85,44,341949.62,9,13,7.01,grocery,0
7019.62,26,134824.85,15,19,3.08,entertainment,0
137573.85,61,1001211.62,8,11,18.91,electronics,0
13768.62,34,221797.85,13,15,5.20,grocery,0
17960.85,45,270337.62,10,12,5.82,utilities,0
8956.62,28,160402.85,18,18,3.49,grocery,0
34294.85,47,387789.62,7,10,8.35,utilities,0
3510.62,19,73375.85,14,21,1.68,entertainment,0
52457.85,54,491066.62,9,13,10.51,travel,0
14434.62,37,228760.85,15,16,5.03,grocery,0
8402.62,25,141145.85,20,19,3.22,utilities,0
42697.62,49,424466.85,8,9,8.98,electronics,0
10892.85,32,182155.62,12,14,4.36,grocery,0
22818.62,41,291401.85,11,17,6.11,entertainment,0
5707.62,23,95621.85,17,20,2.61,grocery,0
92339.62,58,707608.85,6,11,13.94,travel,0
15179.85,36,231072.62,13,15,5.42,utilities,0
10333.62,30,177781.85,16,12,4.04,grocery,0
2533.85,18,37991.62,6,17,1.00,grocery,0
26997.62,45,349511.85,9,16,7.29,entertainment,0
7764.62,29,124820.85,14,18,3.05,utilities,0
50951.85,52,450433.62,7,10,9.41,electronics,0
12312.62,38,210247.85,11,12,4.76,grocery,0
23507.85,42,318712.62,12,14,6.53,utilities,0
5022.62,22,78224.85,18,21,1.84,entertainment,0
75291.85,56,629729.62,8,9,12.42,travel,0
18813.85,38,266395.62,15,17,5.90,grocery,0
9586.62,31,155870.85,19,18,4.29,grocery,0
37725.62,50,404563.85,9,13,8.39,electronics,0
10874.85,34,181922.62,13,11,4.13,utilities,0
26502.62,46,336263.85,10,15,6.93,grocery,0
6355.85,24,105859.62,16,20,2.41,entertainment,0
88651.85,59,741604.62,7,12,13.76,travel,0
14519.62,39,224881.85,14,16,4.95,utilities,0
248590.35,55,1594307.80,32,0,456.28,electronics,1
8097.85,27,149019.62,18,19,3.65,entertainment,0
45692.85,53,436741.62,8,10,9.18,electronics,0
11496.62,30,188801.85,12,13,4.54,grocery,0
29760.62,48,383192.85,9,17,7.54,utilities,0
3723.62,20,77898.85,15,21,1.77,grocery,0
67978.62,55,564220.85,10,11,11.72,travel,0
16763.85,36,243034.62,13,15,5.63,entertainment,0
9655.62,29,166046.62,17,18,3.95,grocery,0
42826.85,51,423841.62,7,9,8.44,electronics,0
12060.62,33,201529.85,14,12,4.85,utilities,0
22874.85,40,299551.62,11,16,6.37,grocery,0
5430.62,25,97014.85,19,20,2.55,entertainment,0
123183.62,63,949337.85,6,10,17.25,travel,0
15491.62,35,242249.85,12,14,5.12,grocery,0
10387.85,31,183697.62,16,17,4.31,utilities,0
26099.62,44,344727.85,9,13,7.07,grocery,0
7136.85,26,137068.62,15,19,3.13,entertainment,0
139816.62,61,1014566.85,8,11,19.14,electronics,0
13935.85,34,224048.62,13,15,5.25,grocery,0
18141.62,45,272702.85,10,12,5.88,utilities,0
9084.85,28,162601.62,18,18,3.55,grocery,0
34755.62,47,390576.85,7,10,8.43,utilities,0
3600.85,19,75149.62,14,21,1.73,entertainment,0
53259.62,54,495827.85,9,13,10.63,travel,0
14603.85,37,230992.62,15,16,5.08,grocery,0
8537.85,25,142959.62,20,19,3.28,utilities,0
43323.85,49,427901.62,8,9,9.06,electronics,0
11012.62,32,183833.85,12,14,4.41,grocery,0
23103.85,41,293860.62,11,17,6.17,entertainment,0
5822.85,23,97396.62,17,20,2.65,grocery,0
93727.85,58,713379.62,6,11,14.09,travel,0
15365.62,36,233204.85,13,15,5.48,utilities,0
10461.85,30,179952.62,16,12,4.10,grocery,0
2698.62,18,39643.85,6,17,1.05,utilities,0
27267.85,45,351791.62,9,16,7.36,entertainment,0
7888.85,29,126349.62,14,18,3.11,utilities,0
51739.62,52,453893.85,7,10,9.49,electronics,0
12442.85,38,212448.62,11,12,4.82,grocery,0
23771.62,42,321371.85,12,14,6.59,utilities,0
5138.85,22,79784.62,18,21,1.88,entertainment,0
76580.62,56,635326.85,8,9,12.55,travel,0
19048.62,38,268829.85,15,17,5.95,grocery,0
9722.85,31,157617.62,19,18,4.35,grocery,0
38234.85,50,407260.62,9,13,8.47,electronics,0
11003.62,34,183794.85,13,11,4.19,utilities,0
26837.85,46,338963.62,10,15,6.99,grocery,0
6475.62,24,107736.85,16,20,2.46,entertainment,0
90143.62,59,752945.85,7,12,13.89,travel,0
14706.85,39,227166.62,14,16,5.01,utilities,0
20357.62,43,285095.85,11,14,6.14,grocery,0
8221.62,27,151293.85,18,19,3.70,entertainment,0
46340.62,53,440037.85,8,10,9.26,electronics,0
11622.85,30,190625.62,12,13,4.59,grocery,0
30109.85,48,386489.62,9,17,7.61,utilities,0
3811.85,20,79641.62,15,21,1.82,grocery,0
69142.85,55,569527.62,10,11,11.85,travel,0
16953.62,36,245132.85,13,15,5.68,entertainment,0
9783.85,29,167975.85,17,18,4.01,grocery,0
43460.62,51,427131.85,7,9,8.50,electronics,0
12186.85,33,203453.62,14,12,4.91,utilities,0
23154.62,40,302096.85,11,16,6.43,grocery,0
5540.85,25,98892.62,19,20,2.59,entertainment,0
125407.85,63,962618.62,6,10,17.44,travel,0
15659.85,35,244469.62,12,14,5.16,grocery,0
10515.62,31,185877.85,16,17,4.37,utilities,0
26403.85,44,347505.62,9,13,7.13,grocery,0
7253.62,26,139312.85,15,19,3.19,entertainment,0
142059.85,61,1027921.62,8,11,19.37,electronics,0
14102.62,34,226299.85,13,15,5.31,grocery,0
18322.85,45,275067.62,10,12,5.93,utilities,0
9212.62,28,164800.85,18,18,3.60,grocery,0
35216.85,47,393363.62,7,10,8.51,utilities,0
3690.62,19,76923.85,14,21,1.77,entertainment,0
54061.85,54,500588.62,9,13,10.75,travel,0
14772.62,37,233224.85,15,16,5.14,grocery,0
8672.62,25,144773.85,20,19,3.33,utilities,0
43949.62,49,431336.85,8,9,9.14,electronics,0
11132.85,32,185511.62,12,14,4.47,grocery,0
23388.62,41,296319.85,11,17,6.22,entertainment,0
5937.62,23,99171.85,17,20,2.70,grocery,0
95115.62,58,719150.85,6,11,14.24,travel,0
15551.85,36,235336.62,13,15,5.53,utilities,0
10589.62,30,182123.85,16,12,4.15,grocery,0
2863.85,18,41295.62,7,17,1.09,grocery,0
27537.62,45,354071.85,9,16,7.42,entertainment,0
8012.62,29,127878.85,14,18,3.16,utilities,0
52527.85,52,457353.62,7,10,9.57,electronics,0
12572.62,38,214649.85,11,12,4.87,grocery,0
24035.85,42,324030.62,12,14,6.64,utilities,0
5254.62,22,81344.85,18,21,1.93,entertainment,0
77869.85,56,640923.62,8,9,12.69,travel,0
19283.85,38,271263.62,15,17,6.01,grocery,0
9858.62,31,159364.85,19,18,4.41,grocery,0
38743.62,50,409957.85,9,13,8.55,electronics,0
11132.62,34,185666.85,13,11,4.25,utilities,0
54890.75,22,318264.90,44,4,152.30,travel,1
6595.85,24,109613.62,16,20,2.51,entertainment,0
91635.85,59,764286.62,7,12,14.02,travel,0
14893.62,39,229451.85,14,16,5.07,utilities,0
20594.85,43,287492.62,11,14,6.19,grocery,0
8345.85,27,153567.62,18,19,3.76,entertainment,0
46988.85,53,443333.62,8,10,9.34,electronics,0
11748.62,30,192449.85,12,13,4.65,grocery,0
30458.62,48,389786.85,9,17,7.68,utilities,0
3899.62,20,81384.85,15,21,1.86,grocery,0
70306.62,55,574834.85,10,11,11.98,travel,0
17143.85,36,247230.62,13,15,5.74,entertainment,0
9911.62,29,169904.62,17,18,4.07,grocery,0
44094.85,51,430421.62,7,9,8.57,electronics,0
12312.62,33,205377.85,14,12,4.96,utilities,0
23434.85,40,304641.62,11,16,6.48,grocery,0
5650.62,25,100770.85,19,20,2.64,entertainment,0
127631.62,63,975899.85,6,10,17.63,travel,0
15827.62,35,246689.85,12,14,5.21,grocery,0
10643.85,31,188058.62,16,17,4.42,utilities,0
26707.62,44,350283.85,9,13,7.19,grocery,0
7370.85,26,141557.62,15,19,3.24,entertainment,0
144302.62,61,1041276.85,8,11,19.60,electronics,0
14269.85,34,228550.62,13,15,5.36,grocery,0
18503.62,45,277432.85,10,12,5.99,utilities,0
9340.85,28,166999.62,18,18,3.66,grocery,0
35677.62,47,396150.85,7,10,8.59,utilities,0
3780.85,19,78697.62,14,21,1.82,entertainment,0
54863.62,54,505349.85,9,13,10.87,travel,0
14941.85,37,235456.62,15,16,5.19,grocery,0
8807.85,25,146587.62,20,19,3.39,utilities,0
44575.85,49,434771.62,8,9,9.22,electronics,0
11252.62,32,187189.85,12,14,4.52,grocery,0
23673.85,41,298778.62,11,17,6.28,entertainment,0
6052.85,23,100946.62,17,20,2.74,grocery,0
96503.85,58,724921.62,6,11,14.39,travel,0
15737.62,36,237468.85,13,15,5.59,utilities,0
10717.85,30,184294.62,16,12,4.21,grocery,0
3028.62,18,42947.85,7,17,1.14,utilities,0
27807.85,45,356351.62,9,16,7.49,entertainment,0
8136.85,29,129407.62,14,18,3.22,utilities,0
53315.62,52,460813.85,7,10,9.65,electronics,0
12702.85,38,216850.62,11,12,4.93,grocery,0
24299.62,42,326689.85,12,14,6.70,utilities,0
5370.85,22,82904.62,18,21,1.97,entertainment,0
79158.62,56,646520.85,8,9,12.82,travel,0
19518.62,38,273697.85,15,17,6.06,grocery,0
9994.85,31,161111.62,19,18,4.47,grocery,0
39252.85,50,412654.62,9,13,8.63,electronics,0
11261.62,34,187538.85,13,11,4.31,utilities,0
27507.85,46,344363.62,10,15,7.12,grocery,0
6715.62,24,111490.85,16,20,2.55,entertainment,0
93127.62,59,775627.85,7,12,14.15,travel,0
15080.85,39,231736.62,14,16,5.12,utilities,0
20831.62,43,289889.85,11,14,6.25,grocery,0
8469.62,27,155841.85,18,19,3.81,entertainment,0
47636.62,53,446629.85,8,10,9.42,electronics,0
11874.85,30,194273.62,12,13,4.70,grocery,0
30807.85,48,393083.62,9,17,7.75,utilities,0
3987.85,20,83127.62,15,21,1.91,grocery,0
71470.85,55,580141.62,10,11,12.11,travel,0
17333.62,36,249328.85,13,15,5.79,entertainment,0
10039.85,29,171833.85,17,18,4.13,grocery,0
44728.62,51,433711.85,7,9,8.63,electronics,0
12438.85,33,207301.62,14,12,5.02,utilities,0
23714.62,40,307186.85,11,16,6.54,grocery,0
5760.85,25,102648.62,19,20,2.68,entertainment,0
129855.85,63,989180.62,6,10,17.82,travel,0
15995.85,35,248909.62,12,14,5.25,grocery,0
10771.62,31,190238.85,16,17,4.48,utilities,0
27011.85,44,353061.62,9,13,7.25,grocery,0
7487.62,26,143801.85,15,19,3.30,entertainment,0
146545.85,61,1054631.62,8,11,19.83,electronics,0
14436.62,34,230801.85,13,15,5.42,grocery,0
18684.85,45,279797.62,10,12,6.04,utilities,0
9468.62,28,169198.85,18,18,3.71,grocery,0
36138.85,47,398937.62,7,10,8.67,utilities,0
3870.62,19,80471.85,14,21,1.86,entertainment,0
55665.85,54,510110.62,9,13,10.99,travel,0
15110.62,37,237688.85,15,16,5.25,grocery,0
8942.62,25,148401.85,20,19,3.44,utilities,0
45201.62,49,438206.85,8,9,9.30,electronics,0
11372.85,32,188867.62,12,14,4.58,grocery,0
23958.62,41,301237.85,11,17,6.33,entertainment,0
6167.62,23,102721.85,17,20,2.79,grocery,0
97891.62,58,730692.85,6,11,14.54,travel,0
15923.85,36,239600.62,13,15,5.64,utilities,0
10845.62,30,186465.85,16,12,4.27,grocery,0
3193.85,18,44599.62,7,17,1.18,grocery,0
28077.62,45,358631.85,9,16,7.55,entertainment,0
8260.62,29,130936.85,14,18,3.27,utilities,0
54103.85,52,464273.62,7,10,9.73,electronics,0
12832.62,38,219051.85,11,12,4.98,grocery,0
24563.85,42,329348.62,12,14,6.75,utilities,0
5486.62,22,84464.85,18,21,2.02,entertainment,0
80447.85,56,652117.62,8,9,12.96,travel,0
19753.85,38,276131.62,15,17,6.12,grocery,0
10130.62,31,162858.85,19,18,4.53,grocery,0
39761.62,50,415351.85,9,13,8.71,electronics,0
11390.85,34,189410.62,13,11,4.37,utilities,0
27842.62,46,347063.85,10,15,7.18,grocery,0
6835.85,24,113367.62,16,20,2.60,entertainment,0
94619.85,59,786968.62,7,12,14.28,travel,0
15267.62,39,234021.85,14,16,5.18,utilities,0
21068.85,43,292286.62,11,14,6.30,grocery,0
8593.85,27,158115.62,18,19,3.87,entertainment,0
48284.85,53,449925.62,8,10,9.50,electronics,0
12000.62,30,196097.85,12,13,4.76,grocery,0
31156.62,48,396380.85,9,17,7.82,utilities,0
4075.62,20,84870.85,15,21,1.95,grocery,0
110254.90,49,873156.42,30,23,384.71,electronics,1
17523.85,36,251426.62,13,15,5.85,entertainment,0
10167.62,29,173762.62,17,18,4.19,grocery,0
45362.85,51,437001.62,7,9,8.70,electronics,0
12564.62,33,209225.85,14,12,5.07,utilities,0
23994.85,40,309731.62,11,16,6.59,grocery,0
5870.62,25,104526.85,19,20,2.73,entertainment,0
132079.62,63,1002461.85,6,10,18.01,travel,0
16163.62,35,251129.85,12,14,5.30,grocery,0
10899.85,31,192419.62,16,17,4.53,utilities,0
27315.62,44,355839.85,9,13,7.31,grocery,0
7604.85,26,146046.62,15,19,3.35,entertainment,0
148788.62,61,1067986.85,8,11,20.06,electronics,0
14603.85,34,233052.62,13,15,5.47,grocery,0
18865.62,45,282162.85,10,12,6.10,utilities,0
9596.85,28,171397.62,18,18,3.77,grocery,0
36599.62,47,401724.85,7,10,8.75,utilities,0
3960.85,19,82245.62,14,21,1.91,entertainment,0
56467.62,54,514871.85,9,13,11.11,travel,0
15279.85,37,239920.62,15,16,5.30,grocery,0
9077.85,25,150215.62,20,19,3.50,utilities,0
45827.85,49,441641.62,8,9,9.38,electronics,0
11492.62,32,190545.85,12,14,4.63,grocery,0
24243.85,41,303696.62,11,17,6.39,entertainment,0
6282.85,23,104496.62,17,20,2.83,grocery,0
99279.85,58,736463.62,6,11,14.69,travel,0
16109.62,36,241732.85,13,15,5.70,utilities,0
10973.85,30,188636.62,16,12,4.32,grocery,0
3358.62,18,46251.85,8,17,1.23,utilities,0
28347.85,45,360911.62,9,16,7.62,entertainment,0
8384.85,29,132465.62,14,18,3.33,utilities,0
54891.62,52,467733.85,7,10,9.81,electronics,0
12962.85,38,221252.62,11,12,5.04,grocery,0
24827.62,42,332007.85,12,14,6.81,utilities,0
5602.85,22,86024.62,18,21,2.06,entertainment,0
81736.62,56,657714.85,8,9,13.09,travel,0
19988.62,38,278565.85,15,17,6.17,grocery,0
10266.85,31,164605.62,19,18,4.59,grocery,0
40270.85,50,418049.62,9,13,8.79,electronics,0
11519.62,34,191282.85,13,11,4.43,utilities,0
28177.85,46,349763.62,10,15,7.24,grocery,0
6955.62,24,115244.85,16,20,2.65,entertainment,0
96111.62,59,798309.85,7,12,14.41,travel,0
15454.85,39,236306.62,14,16,5.23,utilities,0
21305.62,43,294683.85,11,14,6.36,grocery,0
8717.62,27,160389.85,18,19,3.92,entertainment,0
48932.62,53,453221.85,8,10,9.58,electronics,0
12126.85,30,197921.62,12,13,4.81,grocery,0
31505.85,48,399677.62,9,17,7.89,utilities,0
4163.85,20,86613.62,15,21,2.00,grocery,0
72799.62,55,585448.85,10,11,12.24,travel,0
17713.62,36,253524.85,13,15,5.90,entertainment,0
10295.85,29,175691.85,17,18,4.25,grocery,0
45996.62,51,440291.85,7,9,8.76,electronics,0
12690.85,33,211149.62,14,12,5.13,utilities,0
24274.62,40,312276.85,11,16,6.65,grocery,0
5980.85,25,106404.62,19,20,2.77,entertainment,0
134303.85,63,1015742.62,6,10,18.20,travel,0
16331.85,35,253349.62,12,14,5.34,grocery,0
11027.62,31,194599.85,16,17,4.59,utilities,0
27619.85,44,358617.62,9,13,7.37,grocery,0
7721.62,26,148290.85,15,19,3.41,entertainment,0
151031.85,61,1081341.62,8,11,20.29,electronics,0
14770.62,34,235303.85,13,15,5.53,grocery,0
19046.85,45,284527.62,10,12,6.15,utilities,0
9724.62,28,173596.85,18,18,3.82,grocery,0
37060.85,47,404511.62,7,10,8.83,utilities,0
4050.62,19,84019.85,14,21,1.95,entertainment,0
57269.85,54,519632.62,9,13,11.23,travel,0
15448.62,37,242152.85,15,16,5.36,grocery,0
9212.62,25,152029.85,20,19,3.55,utilities,0
46453.62,49,445076.85,8,9,9.46,electronics,0
11612.85,32,192223.62,12,14,4.69,grocery,0
24528.62,41,306155.85,11,17,6.44,entertainment,0
6397.62,23,106271.85,17,20,2.88,grocery,0
100667.62,58,742234.85,6,11,14.84,travel,0
16295.85,36,243864.62,13,15,5.75,utilities,0
11101.62,30,190807.85,16,12,4.38,grocery,0
3523.85,18,47903.62,8,17,1.27,grocery,0
28617.62,45,363191.85,9,16,7.68,entertainment,0
8508.62,29,133994.85,14,18,3.38,utilities,0
55679.85,52,471193.62,7,10,9.89,electronics,0
13092.62,38,223453.85,11,12,5.09,grocery,0
25091.85,42,334666.62,12,14,6.86,utilities,0
5718.62,22,87584.85,18,21,2.11,entertainment,0
83025.85,56,663311.62,8,9,13.23,travel,0
20223.85,38,280999.62,15,17,6.23,grocery,0
10402.62,31,166352.85,19,18,4.65,grocery,0
40779.62,50,420747.85,9,13,8.87,electronics,0
11648.85,34,193154.62,13,11,4.49,utilities,0
28512.62,46,352463.85,10,15,7.30,grocery,0
88356.20,31,547218.65,39,2,203.47,travel,1
97603.85,59,809651.62,7,12,14.54,travel,0
15641.62,39,238591.85,14,16,5.29,utilities,0
21542.85,43,297080.62,11,14,6.41,grocery,0
8841.85,27,162663.62,18,19,3.98,entertainment,0
49580.85,53,456517.62,8,10,9.66,electronics,0
12252.62,30,199745.85,12,13,4.87,grocery,0
31854.62,48,402974.85,9,17,7.96,utilities,0
4251.62,20,88356.85,15,21,2.04,grocery,0
74128.85,55,590755.62,10,11,12.37,travel,0
17903.85,36,255622.62,13,15,5.96,entertainment,0
10423.62,29,177620.62,17,18,4.31,grocery,0
46630.62,51,443581.85,7,9,8.83,electronics,0
12816.62,33,213073.85,14,12,5.18,utilities,0
24554.85,40,314821.62,11,16,6.70,grocery,0
6090.62,25,108282.85,19,20,2.82,entertainment,0
136528.62,63,1029023.85,6,10,18.39,travel,0
16499.62,35,255569.85,12,14,5.39,grocery,0
11155.85,31,196779.62,16,17,4.64,utilities,0
27923.62,44,361395.85,9,13,7.43,grocery,0
7838.85,26,150535.62,15,19,3.46,entertainment,0
153274.62,61,1094696.85,8,11,20.52,electronics,0
14937.85,34,237554.62,13,15,5.58,grocery,0
19227.62,45,286892.85,10,12,6.21,utilities,0
9852.85,28,175795.62,18,18,3.88,grocery,0
37521.62,47,407298.85,7,10,8.91,utilities,0
4140.85,19,85793.62,14,21,2.00,entertainment,0
58071.62,54,524393.85,9,13,11.35,travel,0
15617.85,37,244384.62,15,16,5.41,grocery,0
9347.85,25,153843.62,20,19,3.61,utilities,0
47079.85,49,448511.62,8,9,9.54,electronics,0
11732.62,32,193901.85,12,14,4.74,grocery,0
24813.85,41,308614.62,11,17,6.50,entertainment,0
